Distance,Availability,Prerequisite_3_grade,Int_Fees,City,Currency,Face_to_Face,Offline,Faculty,University,Part_Time,Currency_Time,Website,Level_Code,Course,Prerequisite_3,Full_Time,Country,Remarks,Online,Prerequisite_2,Local_Fees,Duration_Time,Prerequisite_1,Prerequisite_2_grade,Career_Outcomes,Blended,Duration,Description,Course_Lang,Prerequisite_1_grade
no,A,,Not available for 2021,Sydney,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-information-systems&auth=k2nWZpLpI9GlC7hUprdkgA&profile=_default&rank=59&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Information Systems - CC53,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,By studying the Master of Information Systems you will increase your knowledge and skills in information systems processes.,English,6.5
no,A,,Not available for 2021,Melbourne,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-information-systems&auth=k2nWZpLpI9GlC7hUprdkgA&profile=_default&rank=59&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Information Systems - CC53,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,By studying the Master of Information Systems you will increase your knowledge and skills in information systems processes.,English,6.5
no,A,,Not available for 2021,Rockhampton,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-information-technology&auth=TeusHarktx23DPBGrkQZOA&profile=_default&rank=60&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Information Technology - CC54,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,By studying the Master of Information Technology at CQUniversity you will boost your career advancement prospects and provide a competitive advantage when seeking employment.,English,6.5
no,A,,Not available for 2021,Online,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-information-technology&auth=TeusHarktx23DPBGrkQZOA&profile=_default&rank=60&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Information Technology - CC54,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,By studying the Master of Information Technology at CQUniversity you will boost your career advancement prospects and provide a competitive advantage when seeking employment.,English,6.5
no,A,,Not available for 2021,Brisbane,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-information-technology&auth=TeusHarktx23DPBGrkQZOA&profile=_default&rank=60&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Information Technology - CC54,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,By studying the Master of Information Technology at CQUniversity you will boost your career advancement prospects and provide a competitive advantage when seeking employment.,English,6.5
no,A,,Not available for 2021,Sydney,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-information-technology&auth=TeusHarktx23DPBGrkQZOA&profile=_default&rank=60&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Information Technology - CC54,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,By studying the Master of Information Technology at CQUniversity you will boost your career advancement prospects and provide a competitive advantage when seeking employment.,English,6.5
no,A,,Not available for 2021,Melbourne,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-information-technology&auth=TeusHarktx23DPBGrkQZOA&profile=_default&rank=60&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Information Technology - CC54,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,By studying the Master of Information Technology at CQUniversity you will boost your career advancement prospects and provide a competitive advantage when seeking employment.,English,6.5
no,D,,Not available for 2021,Brisbane,AUD,yes,yes,Medical and Nursing,CQ University,no,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-echocardiography-cardiac-physiology-graduate-diploma-of-echocardiography&auth=Jfx76yZFxBV%2FSmrbaTh9Qw&profile=_default&rank=1&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Bachelor of Echocardiography and Cardiac Physiology / Graduate Diploma of Echocardiography - CV69,,yes,Australia,[],no,,,Years,IELTS,,,no,4,Enjoy the opportunity to join a niche medical profession with no prior degree in health sciences. The Bachelor of Echocardiography and Cardiac Physiology/Graduate Diploma in Echocardiography is the first Australian course allowing undergraduate entry to this growing field within diagnostic medical imaging.,English,6.5
no,D,,Not available for 2021,Sydney,AUD,yes,yes,Medical and Nursing,CQ University,no,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-echocardiography-cardiac-physiology-graduate-diploma-of-echocardiography&auth=Jfx76yZFxBV%2FSmrbaTh9Qw&profile=_default&rank=1&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Bachelor of Echocardiography and Cardiac Physiology / Graduate Diploma of Echocardiography - CV69,,yes,Australia,[],no,,,Years,IELTS,,,no,4,Enjoy the opportunity to join a niche medical profession with no prior degree in health sciences. The Bachelor of Echocardiography and Cardiac Physiology/Graduate Diploma in Echocardiography is the first Australian course allowing undergraduate entry to this growing field within diagnostic medical imaging.,English,6.5
no,D,,Not available for 2021,Perth,AUD,yes,yes,Medical and Nursing,CQ University,no,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-echocardiography-cardiac-physiology-graduate-diploma-of-echocardiography&auth=Jfx76yZFxBV%2FSmrbaTh9Qw&profile=_default&rank=1&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Bachelor of Echocardiography and Cardiac Physiology / Graduate Diploma of Echocardiography - CV69,,yes,Australia,[],no,,,Years,IELTS,,,no,4,Enjoy the opportunity to join a niche medical profession with no prior degree in health sciences. The Bachelor of Echocardiography and Cardiac Physiology/Graduate Diploma in Echocardiography is the first Australian course allowing undergraduate entry to this growing field within diagnostic medical imaging.,English,6.5
no,D,,Not available for 2021,Mackay,AUD,yes,yes,Medical and Nursing,CQ University,no,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-medical-sonography-and-graduate-diploma-of-medical-sonography&auth=%2BFMA3r%2Fyym9ZUuxGX7uPEA&profile=_default&rank=2&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Bachelor of Medical Sonography/Graduate Diploma of Medical Sonography - CG91,,yes,Australia,[],no,,,Years,IELTS,,,no,4,"Enhance your employability by studying the Bachelor of Medical Sonography and Graduate Diploma of Medical Sonography – a course that is the first of its kind in Australia and allows you to enter a niche medical profession with no prior degree in health sciences.	Medical Sonographers take diagnostic images using ultrasonic equipment to create still, video or 3D studies of anatomy and diagnostic data. They scan, analyse and modify images to optimise the information and require highly developed patient care and communication skills.",English,6.5
no,D,,Not available for 2021,Brisbane,AUD,yes,yes,Medical and Nursing,CQ University,no,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-medical-sonography-and-graduate-diploma-of-medical-sonography&auth=%2BFMA3r%2Fyym9ZUuxGX7uPEA&profile=_default&rank=2&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Bachelor of Medical Sonography/Graduate Diploma of Medical Sonography - CG91,,yes,Australia,[],no,,,Years,IELTS,,,no,4,"Enhance your employability by studying the Bachelor of Medical Sonography and Graduate Diploma of Medical Sonography – a course that is the first of its kind in Australia and allows you to enter a niche medical profession with no prior degree in health sciences.	Medical Sonographers take diagnostic images using ultrasonic equipment to create still, video or 3D studies of anatomy and diagnostic data. They scan, analyse and modify images to optimise the information and require highly developed patient care and communication skills.",English,6.5
no,D,,Not available for 2021,Sydney,AUD,yes,yes,Medical and Nursing,CQ University,no,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-medical-sonography-and-graduate-diploma-of-medical-sonography&auth=%2BFMA3r%2Fyym9ZUuxGX7uPEA&profile=_default&rank=2&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Bachelor of Medical Sonography/Graduate Diploma of Medical Sonography - CG91,,yes,Australia,[],no,,,Years,IELTS,,,no,4,"Enhance your employability by studying the Bachelor of Medical Sonography and Graduate Diploma of Medical Sonography – a course that is the first of its kind in Australia and allows you to enter a niche medical profession with no prior degree in health sciences.	Medical Sonographers take diagnostic images using ultrasonic equipment to create still, video or 3D studies of anatomy and diagnostic data. They scan, analyse and modify images to optimise the information and require highly developed patient care and communication skills.",English,6.5
no,D,,Not available for 2021,Melbourne,AUD,yes,yes,Medical and Nursing,CQ University,no,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-medical-sonography-and-graduate-diploma-of-medical-sonography&auth=%2BFMA3r%2Fyym9ZUuxGX7uPEA&profile=_default&rank=2&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Bachelor of Medical Sonography/Graduate Diploma of Medical Sonography - CG91,,yes,Australia,[],no,,,Years,IELTS,,,no,4,"Enhance your employability by studying the Bachelor of Medical Sonography and Graduate Diploma of Medical Sonography – a course that is the first of its kind in Australia and allows you to enter a niche medical profession with no prior degree in health sciences.	Medical Sonographers take diagnostic images using ultrasonic equipment to create still, video or 3D studies of anatomy and diagnostic data. They scan, analyse and modify images to optimise the information and require highly developed patient care and communication skills.",English,6.5
no,D,,Not available for 2021,Perth,AUD,yes,yes,Medical and Nursing,CQ University,no,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-medical-sonography-and-graduate-diploma-of-medical-sonography&auth=%2BFMA3r%2Fyym9ZUuxGX7uPEA&profile=_default&rank=2&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Bachelor of Medical Sonography/Graduate Diploma of Medical Sonography - CG91,,yes,Australia,[],no,,,Years,IELTS,,,no,4,"Enhance your employability by studying the Bachelor of Medical Sonography and Graduate Diploma of Medical Sonography – a course that is the first of its kind in Australia and allows you to enter a niche medical profession with no prior degree in health sciences.	Medical Sonographers take diagnostic images using ultrasonic equipment to create still, video or 3D studies of anatomy and diagnostic data. They scan, analyse and modify images to optimise the information and require highly developed patient care and communication skills.",English,6.5
no,A,,Not available for 2021,Online,AUD,no,no,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-asset-and-maintenance-management&auth=eWMenZypuZXkPpGH%2F%2BaRWA&profile=_default&rank=3&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Asset and Maintenance Management - CC19,,yes,Australia,[],yes,,,Year,IELTS,,,no,1,"Gain a postgraduate qualification that will allow you to excel in the field of maintenance, reliability and engineering management.",English,6.5
no,A,,Not available for 2021,Online,AUD,yes,yes,Business & Commerce & Finance & Accounting,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-business-administration&auth=aRomtL%2BFNtf3SxeASW31%2Bw&profile=_default&rank=4&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Business Administration - CC51,,yes,Australia,[],yes,,,Months,IELTS,,,no,6,"The CQUniversity Graduate Certificate in Business Administration provides you with opportunities to study contemporary management practices. Advance your career with this degree, or upon completion further your studies with the Graduate Diploma of Business Administration, the Master of Business Administration or other Masters courses at CQUniversity.",English,6.5
no,A,,Not available for 2021,Melbourne,AUD,yes,yes,Business & Commerce & Finance & Accounting,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-business-administration&auth=aRomtL%2BFNtf3SxeASW31%2Bw&profile=_default&rank=4&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Business Administration - CC51,,yes,Australia,[],yes,,,Months,IELTS,,,no,6,"The CQUniversity Graduate Certificate in Business Administration provides you with opportunities to study contemporary management practices. Advance your career with this degree, or upon completion further your studies with the Graduate Diploma of Business Administration, the Master of Business Administration or other Masters courses at CQUniversity.",English,6.5
no,D,,Not available for 2021,Online,AUD,no,no,Medical and Nursing,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-correctional-nursing&auth=e1k27%2BuvhcUzoJ4KN9FuKQ&profile=_default&rank=6&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Correctional Nursing  - CL69,,no,Australia,[],yes,,,Year,IELTS,,,no,1,"The Graduate Certificate in Correctional Nursing is ideal for you, if you are a nurse employed or seeking employment in correctional services, and would like to gain essential knowledge and skills to provide high-quality nursing care to the offender population.",English,6.5
no,A,,Not available for 2021,Online,AUD,no,no,Humanities and Social Science,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-domestic-and-family-violence-practice&auth=yd7qdP5c2xCXdqpzxSxncQ&profile=_default&rank=7&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Domestic and Family Violence Practice - CV74,,yes,Australia,[],yes,,,Months,IELTS,,,no,6,The Graduate Certificate in Domestic and Family Violence Practice enables you to develop specialised industry-related knowledge and skills to respond to domestic and family violence.,English,6.5
no,A,,Not available for 2021,Online,AUD,no,no,Business & Commerce & Finance & Accounting,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-disaster-management&auth=YuaRd%2BKXyRlJExXWsvobtg&profile=_default&rank=9&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Emergency and Disaster Management - CC27,,no,Australia,[],yes,,,Year,IELTS,,,no,1,"The Graduate Certificate in Emergency and Disaster Management is designed for people working in emergency service agencies and professionals working in private, government and non-government community-based organisations who play a role in emergency and disaster management. You will explore current and emerging trends and national and international approaches, and expand your knowledge and skills to apply to the various phases of managing emergencies and disasters.",English,6.5
no,D,,Not available for 2021,Online,AUD,no,no,Humanities and Social Science,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-facilitating-mens-behaviour-change&auth=FKBdRz%2Faggv%2B6CuH%2B9aX3Q&profile=_default&rank=10&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Facilitating Men’s Behaviour Change - CH81,,yes,Australia,[],yes,,,Months,IELTS,,,no,6,This course is designed to help you build the skills needed to work with male perpetrators of domestic and family violence.,English,6.5
no,A,,Not available for 2021,Online,AUD,no,no,Business & Commerce & Finance & Accounting,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-fatigue-risk-management&auth=ceT9ysR14Ac132UMZMwfLQ&profile=_default&rank=11&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Fatigue Risk Management - CC78,,no,Australia,[],yes,,,Year,IELTS,,,no,1,"Advance your skills and knowledge in fatigue risk management and meet the growing need across the aviation, rail, road and mining sectors for appropriately qualified individuals to design and implement risk management plans.",English,6.5
no,D,,Not available for 2021,Online,AUD,no,no,Science and Health Science,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-gerontology&auth=cavSrB8mF67nIw4YpKFNug&profile=_default&rank=12&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Gerontology - CL79,,no,Australia,[],yes,,,Year,IELTS,,,no,1,If you are a health professional interested in enhancing your knowledge and ability to respond to the growing challenges of a diverse ageing population and acquire practical skills in the field of gerontology that can be applied across health care contexts and cultures then our new Graduate Certificate in Gerontology is ideal for you.,English,6.5
